age,income,transactions,credit_limit,avg_spent,payment_delay,churn
49,136348,53,15051,5733,27,1
59,48393,26,11766,6135,2,1
35,42076,61,11416,533,11,0
32,104274,67,16009,8987,8,0
57,77609,54,14874,1929,8,1
49,49317,22,10185,5746,10,1
26,124765,26,18505,2487,5,1
54,78480,83,17439,6771,1,1
27,27044,60,15660,3382,6,1
37,91033,39,9849,2047,8,0
23,139237,36,5736,962,24,1
65,75486,21,3609,7207,18,0
20,75162,41,15675,5805,17,1
59,99287,48,4909,1013,11,0
28,49882,26,17787,5674,20,0
60,74078,63,15867,4066,10,0
34,78734,77,1794,4303,9,0
49,127608,36,18945,4438,28,1
21,128730,24,16369,1971,22,1
21,63826,90,11833,8503,2,1
34,107985,21,11856,837,11,1
58,64028,18,7795,7551,3,1
36,71331,15,6492,7944,9,0
22,139655,79,16794,3912,1,1
49,118938,6,11149,2892,11,0
39,138319,43,5999,1476,27,1
23,52543,31,6197,5478,10,0
52,144279,28,4562,4568,13,1
39,49362,8,19078,1371,14,0
18,47315,29,1855,3909,13,0
37,47746,21,10487,3089,25,1
39,30057,81,4621,2049,28,0
65,131649,88,5206,4961,11,0
28,62915,58,2038,3121,28,1
30,41061,60,5596,3029,1,0
59,71370,50,15151,7662,22,0
20,54157,31,5370,8851,1,1
26,131375,47,4447,6899,0,0
29,31322,34,16903,3081,19,0
40,89812,2,16326,7065,14,0
31,97842,67,15056,7605,29,0
50,54017,94,6229,7456,21,1
35,76792,72,3241,3434,9,1
66,47742,52,8818,2811,25,1
58,117136,7,7998,3295,19,1
26,84808,76,11155,4828,0,1
40,140400,19,7444,7323,0,1
27,149198,90,4015,4828,24,0
36,37629,92,15903,4088,0,0
64,148614,15,7815,3616,22,0
22,28245,78,5864,5153,10,1
64,116950,48,10676,4247,27,1
69,63870,14,5234,7324,27,0
40,115634,3,15147,1959,11,0
47,84829,50,19723,4930,14,1
42,134530,93,9526,2951,13,0
45,30588,54,7842,7831,22,1
51,20442,6,2858,4590,0,0
62,125280,49,2207,9463,0,1
65,122979,23,18308,5541,5,0
64,97339,92,6429,1611,23,1
42,60721,78,8591,9973,22,0
27,57145,78,13944,4085,21,1
31,30599,20,6892,8101,25,0
59,92594,77,12777,2873,2,0
63,102742,91,6945,7342,13,0
47,97430,60,8691,9033,27,1
58,22939,99,13548,5598,26,0
42,141784,45,14673,5223,22,0
31,42149,61,5027,3318,5,1
52,147616,56,13456,3425,7,0
69,86567,2,5295,9964,19,0
65,30208,45,13869,1209,24,0
51,86098,40,5661,7492,14,0
27,129034,24,15730,1238,16,0
52,69492,29,13034,5090,27,0
28,40951,67,19782,6587,28,0
28,68920,68,17411,4218,22,1
38,66766,66,13142,8701,8,0
38,77014,84,2898,5581,15,1
39,48351,54,13919,3078,25,0
62,104216,53,8300,2058,29,1
24,69386,79,3427,4500,0,1
34,107122,49,2625,5045,25,0
19,29308,32,11767,5839,15,1
29,79252,61,19420,9556,18,0
59,95145,42,4355,3216,22,1
35,115031,1,15053,4802,8,1
28,103211,63,5902,2309,29,1
33,48064,35,16786,6330,16,1
66,73879,51,11266,2497,5,0
68,146534,71,9280,3431,26,0
35,28720,45,15954,2630,13,1
52,146204,77,12996,4912,17,1
43,62940,65,15046,7013,20,0
33,99993,14,15205,3296,13,1
23,88475,93,5961,8248,22,1
61,67113,3,1032,6823,29,0
60,68926,24,5698,7245,6,1
64,58203,65,9887,5702,9,1
64,108901,48,9716,2055,15,1
65,25392,10,14335,8681,6,0
59,45905,13,7177,4943,27,1
29,93508,73,9438,9022,19,1
30,70385,14,4926,5205,27,0
21,50653,10,16378,5339,5,0
56,111865,40,11288,4458,26,0
19,104720,23,11154,5164,25,0
43,145813,99,3959,9662,5,0
44,34799,55,19611,1246,6,1
44,80103,63,2393,2684,24,1
32,137463,71,19407,8446,21,1
25,35052,42,14025,5821,27,1
24,26044,99,7064,9710,25,1
64,39871,66,7639,7648,16,0
63,109303,79,3478,2524,7,0
57,132719,73,8929,6673,1,0
29,40234,47,10173,3211,18,0
30,145407,81,12415,7518,27,1
60,41381,52,9418,7697,20,0
34,37274,18,18650,2202,21,1
34,132162,79,3057,6029,6,1
53,107840,18,14703,7716,11,0
38,144945,24,15383,8155,19,1
25,103108,23,14935,5917,2,0
22,123948,12,11443,6824,24,0
43,147177,23,3941,4373,3,0
33,69892,21,1156,8813,24,0
53,70521,64,13255,765,24,0
45,111501,90,18144,8719,10,1
46,103920,72,9965,5878,11,1
64,103391,94,18341,2624,29,1
29,37920,34,15805,931,18,0
54,36702,2,17637,5474,18,1
47,145144,69,18953,4277,28,1
40,123457,31,8505,7537,29,1
33,21894,97,13405,1585,10,0
31,50985,68,13837,6695,12,0
27,48287,70,9999,6759,23,1
24,147699,87,10973,2985,0,1
62,145702,19,12855,8792,5,1
69,93527,72,7557,5898,21,1
54,35439,13,10071,5578,24,0
46,148676,65,6088,7702,15,1
20,114620,6,17384,3548,1,1
32,62235,71,17550,7002,13,1
53,47659,27,3063,1299,23,0
64,44976,79,9303,4322,22,0
63,124239,52,12631,6111,17,1
69,102643,98,2125,6509,16,0
36,87865,87,3641,9987,19,0
30,127631,48,18813,5763,17,0
59,88306,88,11235,9126,18,1
38,76697,79,13794,6070,29,0
54,90382,99,19018,9607,14,1
44,36651,68,9862,5140,1,0
69,69044,44,4111,5833,29,0
46,34633,17,2690,9339,24,1
37,99164,95,16740,2795,3,1
42,20569,38,16094,1931,0,0
23,79900,10,16875,5672,7,0
53,87509,54,10156,2861,19,1
19,143425,91,17664,8041,13,0
39,121126,6,5446,1223,25,1
49,139148,6,11158,2047,10,1
33,147522,52,3808,9671,26,1
35,53038,15,6402,8775,23,0
22,69088,68,2964,1865,23,0
53,93177,57,18206,9241,24,1
47,94466,56,10629,4353,13,0
62,92216,7,3061,5182,27,1
36,86793,51,4865,6460,15,0
40,93786,58,5294,8843,9,0
51,58138,64,15171,8189,6,0
30,83310,26,13965,5657,15,0
60,48757,58,13228,3998,3,1
46,90394,31,16651,3485,11,0
53,126885,66,17461,2067,11,1
39,99027,92,3159,8903,29,0
69,110830,13,13822,7169,1,1
69,76151,18,4187,4691,5,0
64,130740,94,8135,7656,19,1
53,131174,75,14508,9213,14,0
26,69272,13,1789,7017,14,1
56,26908,24,18947,5635,21,0
68,30844,57,2322,7251,15,0
36,71455,29,14387,8709,23,0
55,123165,56,7673,7674,2,1
23,88447,54,18886,2219,0,1
69,94527,5,8116,8561,20,0
64,97108,35,19043,4514,11,1
32,63066,19,10507,1378,14,0
37,115229,55,4062,9285,18,0
26,60004,77,19454,6772,5,0
49,58333,69,11868,2109,18,1
21,141219,44,3553,9567,16,1
67,103029,78,18428,7214,8,0
35,59697,38,10979,5609,20,1
22,37634,62,6957,2948,12,1
37,145520,22,12727,2636,14,0
40,44561,73,5578,7466,15,0
28,38033,40,6621,2553,12,1
54,92887,26,2966,8263,1,0
39,75063,5,11548,583,1,0
21,45921,93,14864,3168,10,1
46,39340,54,19634,5731,29,1
61,82781,86,12679,9390,24,1
51,34901,49,15975,2320,27,0
30,30638,3,15167,4914,15,0
59,58596,92,3014,7749,16,1
26,106914,38,5624,9790,25,1
59,64324,14,6868,7072,2,0
48,108356,47,15626,8127,27,1
24,110596,14,1804,3394,28,1
21,52642,75,18718,3917,28,0
36,142302,73,1667,748,25,0
59,45378,38,1384,8310,26,1
47,70867,64,12316,2390,22,1
48,93686,44,4440,8380,29,0
52,62875,70,17396,2615,0,0
38,138171,65,8726,7081,17,0
48,109595,25,12199,3563,13,0
36,120061,16,6403,6151,21,1
48,103729,15,7151,2306,8,0
49,84377,98,13359,7800,27,0
19,149267,81,16227,8987,8,1
69,74691,3,11057,3194,11,1
27,140736,67,1100,5993,23,1
19,129503,37,5978,8723,29,0
19,113337,81,10504,5150,2,1
41,84303,55,11988,8626,1,0
34,80839,38,15531,1292,0,0
49,145200,63,7534,4691,26,1
33,69063,1,17833,1589,26,0
33,111782,71,12631,8921,8,1
63,148824,90,12693,3280,12,1
56,98343,19,4167,4997,29,0
48,103071,52,6380,1289,20,0
60,25492,30,14823,4694,27,0
41,141399,55,12629,4957,15,1
18,51357,14,4856,7171,18,1
28,91838,13,2075,5135,9,1
38,52314,84,16755,6461,25,0
21,68697,90,11914,7238,26,1
24,90283,27,1701,5655,4,1
43,79567,89,4348,813,13,1
64,67006,9,9185,7133,26,0
67,80011,41,7836,732,14,0
29,126706,48,14304,6235,27,0
48,30686,12,11638,9721,2,1
34,57449,10,3249,8349,8,1
50,81606,6,11705,3211,28,0
28,38891,34,10374,8440,0,0
45,72115,52,9118,3844,0,1
49,121732,41,3551,2622,18,1
18,80719,83,13550,4279,5,1
64,115464,6,3214,6154,10,0
45,93030,2,9534,9572,29,0
59,56723,15,18101,1672,17,0
24,49877,17,3460,7817,13,0
19,138393,16,12928,8244,15,1
59,113517,28,4255,659,0,1
41,34026,85,6334,8463,23,1
21,40422,72,13281,2629,26,0
61,29244,10,7830,3578,9,0
36,53481,10,8754,2729,24,1
43,109180,10,7940,3417,9,0
28,129384,73,11722,3513,12,0
57,141699,28,4632,6826,27,1
67,78031,24,17029,2079,0,0
60,28521,19,1014,2460,2,0
28,21746,97,12581,8402,13,1
62,103127,68,15157,7157,20,1
20,112254,56,12506,4344,15,1
29,135472,67,9208,5197,22,0
20,88232,42,10971,2890,25,1
59,32012,12,19333,1919,19,1
44,100224,18,9272,4417,5,0
66,43457,23,4079,5442,0,0
19,90572,84,9127,8854,19,1
66,125431,6,10210,8807,23,1
33,49960,53,16014,8070,4,0
19,122022,98,16646,5698,7,0
47,107695,42,19208,6502,11,0
37,27910,66,4864,5642,0,1
55,22693,30,11661,4352,12,0
45,135313,9,19897,1042,25,1
42,35858,91,11322,9105,8,1
49,48810,42,7710,9373,19,1
27,40092,34,9516,9333,24,0
59,108779,40,15386,4478,23,0
57,68700,88,14338,1932,7,1
50,78105,17,16316,9360,12,1
30,50505,29,11203,8305,27,0
58,93228,50,5888,1468,1,1
59,48555,76,12325,6300,14,0
64,91934,95,10386,8345,13,1
54,92788,49,16645,9872,18,0
33,97257,73,7260,6091,25,1
62,37939,61,12267,5883,8,1
39,31825,83,16419,7970,18,1
37,110787,46,14086,5319,29,0
67,122491,46,3904,8132,13,0
60,44151,17,12492,3735,7,0
44,148068,66,2123,5755,4,1
58,20036,5,14430,751,29,1
33,113948,54,15999,4800,6,0
51,103707,16,19654,7909,3,0
49,59051,81,9121,4498,7,0
43,118297,91,19642,9482,3,1
42,100738,7,4646,5680,20,0
19,93596,8,14173,5921,29,0
29,80071,72,8025,1995,0,1
57,93601,87,13549,8478,25,0
26,49873,96,15853,8641,7,0
29,56648,82,18655,5878,6,0
43,91468,38,9989,3077,10,0
26,46470,54,12326,5806,20,0
27,85129,76,4463,8633,15,1
49,28328,15,15388,1735,21,0
51,26333,92,15075,1558,16,0
65,140447,50,11547,9862,23,0
37,141173,56,5941,4159,24,0
56,66638,95,17010,5868,26,1
19,31268,9,1897,556,4,0
18,90603,8,9244,7972,25,1
68,133920,19,1605,3069,6,0
53,130379,51,4677,4580,9,0
41,37045,72,5547,6877,12,0
44,60741,98,9652,2448,19,1
19,108306,57,18158,722,14,0
48,62770,68,6256,5717,5,0
31,27887,31,17333,9527,1,0
19,118718,3,15730,3036,3,0
46,117906,99,6156,3025,20,0
32,125154,83,6773,9676,13,1
29,44918,43,11886,1857,24,0
54,55497,29,16930,5387,28,1
45,113562,10,4518,8222,24,1
37,81009,12,7775,6482,23,1
56,31929,46,6378,4977,28,0
41,133292,30,14634,1871,14,1
38,122201,94,7673,3724,27,0
27,147121,82,7444,2374,13,1
63,81762,88,15176,3861,3,0
31,120473,32,10379,6604,5,0
54,99099,73,4727,1642,6,0
35,136566,47,15225,4809,12,0
41,48546,88,19373,9256,16,0
31,141142,63,16468,7398,28,1
51,98424,26,5345,2088,16,0
29,57338,3,9174,5498,3,1
39,145497,23,14052,4842,18,0
23,54283,75,8046,3862,25,0
53,102494,74,5186,2136,19,0
62,98170,50,17722,6727,12,0
53,104787,36,10853,1744,28,0
39,66566,13,6968,7414,8,0
31,105464,29,13456,5806,1,0
33,122781,38,16498,5014,29,0
53,148279,77,8684,8950,19,0
42,101991,90,16543,2858,22,1
49,112680,84,9361,6115,17,1
50,48013,5,7505,1768,23,1
62,72132,20,7387,9631,25,0
53,143997,78,12291,2876,19,1
37,107412,14,13806,8887,24,0
35,112498,8,3610,3596,29,0
55,48084,48,3473,4135,16,0
20,127855,13,3688,1061,6,1
40,41143,24,5804,8731,16,1
49,111627,79,2290,8239,26,0
62,142772,65,11227,7371,9,0
33,34179,86,19991,3004,26,1
22,118343,34,19072,7521,24,1
21,78726,51,7511,6471,13,1
38,30222,3,9197,8376,27,1
57,79965,90,9714,9479,25,1
68,140061,78,7672,4597,11,1
31,147941,58,17449,9821,28,1
56,84068,72,3981,7322,25,1
48,43949,55,13785,6378,11,1
31,36116,80,15666,5009,16,0
23,71052,42,3815,6686,18,0
29,71369,21,6096,4060,27,0
33,68817,10,14950,6179,22,0
34,123100,57,19401,3185,13,1
62,122910,25,7673,7112,28,0
40,103203,56,2742,5321,16,0
31,94311,38,6720,8307,14,0
24,49655,86,4509,1912,20,1
63,77802,61,13273,1721,5,1
49,67632,47,4534,2749,29,1
32,34193,54,15685,2739,18,0
61,100212,46,6136,4702,28,0
34,50776,68,6585,8373,21,0
58,63225,4,9554,7393,19,0
64,80010,94,12473,9335,5,1
61,102735,66,2634,5903,5,1
51,85451,93,17908,5685,3,0
22,68812,43,16117,4790,0,0
62,100602,62,2722,4642,18,1
44,38895,85,9611,7652,10,0
69,85782,85,4864,3084,25,1
40,41209,85,2067,2101,6,1
57,124820,4,7438,5442,1,1
31,102336,65,18803,6198,3,0
32,131646,62,8271,1307,5,1
60,81807,90,12325,7845,4,0
50,43086,2,12828,8806,29,0
48,105637,9,15132,3227,21,1
52,102027,57,18013,8665,20,0
34,47207,45,14442,4671,8,0
45,127334,18,2834,2068,10,1
36,40897,48,16126,9552,27,0
63,83083,42,3353,1241,28,0
40,115028,41,14878,6937,17,0
49,86957,75,12132,5404,19,0
57,117551,89,9203,3433,16,0
30,98506,90,11322,5009,27,0
37,27283,58,12295,5026,12,0
52,114024,42,4157,6409,22,0
22,101481,35,10626,5849,16,0
26,20255,38,18340,3667,21,0
46,141936,67,12826,8106,25,1
23,96555,41,13095,2718,9,0
42,35487,99,14567,1840,28,1
48,127333,50,8884,8509,24,0
39,39346,86,2955,5139,17,0
19,55050,72,11204,2014,16,0
62,28744,79,5991,1911,11,1
22,44756,45,5065,8224,14,0
44,81596,71,17067,4667,26,0
42,103397,19,14763,1522,26,0
25,45146,17,13095,3258,26,0
18,139640,65,18408,9804,25,1
37,75032,93,3329,5308,28,0
61,62687,77,16873,9333,18,1
40,66103,56,4026,7233,21,0
49,41976,93,2011,5407,14,0
28,82863,41,6624,3725,12,1
56,141779,42,19084,1514,6,1
64,20591,6,16229,7268,10,0
41,26277,69,14244,5958,7,1
28,81860,98,17602,2521,19,0
46,22260,75,12780,3176,15,0
43,129443,73,6585,3606,23,0
33,149505,40,17362,9475,22,1
52,85883,41,15105,9362,10,1
37,44741,9,18195,3084,23,0
63,139720,8,15837,5442,4,0
20,57211,44,15393,1777,25,0
18,129392,58,6456,3543,6,1
64,147373,67,5521,7870,15,1
18,61542,13,10775,6360,29,0
34,26869,19,15099,4282,15,0
19,113618,98,5037,7557,19,1
46,107616,96,10074,8869,28,1
37,84732,49,14986,8967,16,1
23,114515,80,17815,3981,18,1
25,39422,82,13226,6272,27,0
46,55613,78,10139,5836,25,1
65,77016,30,13099,4622,14,1
68,80110,66,10859,3460,24,0
50,108529,77,12174,8397,14,1
20,97922,91,3539,2969,26,1
52,54033,59,11305,7551,19,0
22,65213,53,14199,4568,29,0
44,149633,52,1390,5943,20,0
61,81993,81,1082,4880,14,0
29,32938,31,18386,9804,2,1
37,96695,15,9968,9760,11,0
62,22274,20,13281,3045,26,0
37,104390,5,16120,8165,5,1
26,51815,7,10946,4149,19,0
56,96018,18,11891,2314,4,0
21,38961,56,7007,4407,10,0
68,40044,75,1522,4231,22,1
36,119372,96,2694,8185,11,1
55,41975,91,19636,8773,6,1
44,34706,90,5837,6369,8,1
62,25974,45,12801,8773,17,0
60,149675,28,9469,593,13,1
30,96464,50,17531,8686,3,1
30,41213,2,9148,842,7,0
39,21950,84,14065,7440,15,1
45,142971,68,13706,2908,3,1
69,105013,77,4620,9781,27,1
64,30411,24,11631,1123,18,1
62,148603,48,10131,1367,29,1
39,107231,45,15307,3972,25,0
60,66156,93,4709,670,5,0
36,82744,58,16986,9269,18,0
25,37771,36,14915,8759,14,1
69,89810,2,6094,2015,11,0
25,55053,18,10415,8692,29,0
59,137894,49,17078,2698,11,1
43,72076,8,16476,1401,1,0
65,27045,58,14530,6403,8,0
68,77623,15,8472,8255,2,1
43,49714,17,4363,9486,0,0
40,54386,23,19201,2566,13,0
60,129283,66,15140,9062,27,1
30,28562,70,18067,3038,27,1
45,75048,93,15315,4407,12,1
26,113295,27,15414,7460,28,1
37,32026,37,3017,3096,24,1
36,126147,49,5223,3821,4,1
65,51589,64,3184,9830,6,1
56,128199,34,18741,8220,13,0
68,117274,18,7531,3121,15,1
29,46844,64,5666,9857,17,1
32,43447,74,12255,4341,13,0
48,110415,44,3468,5058,0,1
31,97502,17,8291,5418,5,1
28,103268,59,8255,9215,28,1
43,74708,13,4920,4839,20,0
59,83925,52,5236,738,9,0
44,90825,60,2939,1720,5,0
28,71574,42,4856,1268,1,0
55,105548,91,1050,8926,6,1
51,38812,64,16926,6830,16,0
60,121337,66,2360,7888,26,0
36,75309,34,7805,5092,23,0
23,84230,95,12928,8117,13,1
63,61628,87,12994,8582,22,0
69,143379,71,4045,8079,6,1
55,60581,64,12093,9627,21,1
66,136102,33,1257,9960,25,1
59,66628,12,12651,6956,20,0
45,108628,76,1044,9510,8,1
18,45105,19,18718,4617,18,1
52,99830,9,18055,2939,29,0
57,141323,74,16354,9780,24,0
25,89157,17,14589,6586,20,1
69,52442,50,8000,5324,23,1
64,146336,39,15480,8891,10,1
24,107235,41,7085,8869,2,1
28,135442,10,1234,6042,22,1
56,22347,12,7834,9622,25,0
21,115022,79,16055,2536,3,1
42,67650,95,4207,2591,4,1
29,37110,15,3400,6050,3,0
43,82170,28,10609,4763,12,1
55,24923,4,13562,6930,8,1
63,71801,36,8740,2884,27,1
29,82771,65,15184,6826,22,0
60,144926,98,15038,8707,13,1
68,101147,47,1650,8163,15,0
54,68135,81,17417,9528,21,0
63,39199,39,14119,8221,5,0
41,29066,38,8644,2657,26,1
33,121583,44,18494,805,9,0
30,72136,51,9653,7623,22,1
42,112290,97,15416,2553,20,1
69,56575,85,2874,6312,25,0
21,109796,26,11429,3844,12,1
28,140787,36,13213,4956,29,0
49,66733,69,17219,1708,2,0
66,134427,97,18640,2358,26,1
24,36991,1,4240,3203,10,1
63,42553,53,16802,2471,2,1
28,109710,6,17122,1613,6,1
45,107493,37,11903,1483,26,1
58,20634,2,2409,2627,29,0
40,115417,69,11620,4139,9,1
62,32771,90,2832,7976,0,1
40,145607,41,19408,1060,3,1
67,135762,51,6736,7152,25,0
45,38298,47,5993,4887,29,0
60,99876,13,12103,3432,7,0
64,118892,76,15397,8982,19,1
43,55999,69,4213,2409,16,0
42,91887,66,11355,7730,4,0
46,79648,59,7208,1928,16,1
36,82668,68,10644,1447,8,1
50,89374,59,7453,1848,7,1
53,87509,91,12093,9072,29,0
31,132650,10,14741,809,6,0
31,123348,13,12263,3914,4,0
52,95783,2,1305,6289,3,1
47,64440,90,2384,7068,22,1
45,51655,15,18958,9352,2,0
34,63039,46,1872,3947,7,0
20,75255,57,9360,2773,4,0
33,92219,10,10795,2642,4,1
63,74989,22,18414,5239,16,1
47,31244,89,10926,958,28,0
69,114594,79,16491,8080,14,1
46,78595,77,7905,837,25,1
62,59551,8,5442,5950,26,1
32,83230,21,16290,7880,7,0
63,123898,85,4667,4520,6,0
42,48371,22,18660,9036,16,1
68,89358,97,7553,6143,11,1
55,48878,45,17926,1442,27,0
59,56157,91,5808,845,3,0
64,25914,40,8731,4394,19,0
69,103700,22,1583,9016,27,0
55,47180,30,17894,7110,24,1
40,23688,62,10138,2638,25,0
42,100219,73,8695,4889,17,0
59,98616,45,4473,9215,3,0
24,116489,35,2198,8326,9,0
39,29916,82,4995,8316,2,0
34,76363,42,13113,758,25,1
35,115213,5,5535,1610,4,1
66,47360,27,6871,7825,11,1
58,57805,70,3447,6987,22,0
27,33453,62,10408,1320,4,0
27,146599,32,7844,6488,4,1
24,42703,8,18674,6135,3,0
65,79021,85,13413,5164,29,0
67,94176,18,16169,7593,24,0
55,114799,78,8549,5104,5,0
44,118385,15,9693,2063,9,0
69,124582,26,12063,6843,5,0
50,101614,53,17770,9899,26,1
18,108919,44,9603,9000,21,0
61,101072,32,3006,2339,21,1
51,136094,28,6213,8175,0,0
21,27410,39,19531,8501,15,0
34,101462,32,4868,2806,10,0
21,68268,77,10530,9872,5,0
60,54248,79,15360,5640,19,1
43,51159,18,7637,3186,17,0
21,62039,70,17736,1460,5,1
18,121902,11,5964,9129,16,1
24,67800,32,2302,955,11,1
47,60761,20,8749,7267,16,1
67,114626,97,1846,4317,20,0
26,106103,40,14390,9795,21,1
52,138368,8,14735,2012,17,0
25,63663,35,15876,5238,9,1
41,100903,69,14967,891,23,1
36,60412,99,19908,3121,19,1
53,138998,78,19262,6676,11,0
67,130252,21,5105,9612,3,1
69,136446,24,3819,6219,9,0
60,55367,17,9077,6541,29,1
44,140304,18,13022,4100,4,1
49,25813,98,10250,5710,25,1
31,79894,12,19873,5008,3,0
35,122157,16,12793,6942,26,0
45,145626,4,19677,8154,29,0
46,71444,89,18058,6716,15,1
33,54269,34,11070,8385,4,1
52,81748,92,7257,760,25,1
64,61190,46,2011,7333,18,1
48,60318,75,17616,6444,23,0
21,57018,77,3173,6634,5,1
54,144078,31,4384,7375,23,0
34,59759,25,19712,7328,20,0
56,36498,74,1797,834,6,0
65,45989,24,8121,8169,9,1
63,122710,65,14594,3279,6,0
43,45568,25,15986,9495,21,0
65,137035,28,8690,7828,13,0
56,86577,36,13669,2937,27,1
58,125231,82,19973,3307,9,0
21,134699,6,18847,5690,29,0
47,50099,66,12554,9632,28,0
47,109900,67,18431,3663,19,0
39,60639,72,5871,9594,21,0
28,124679,95,14354,7988,24,0
19,43482,48,6289,9960,10,1
61,89212,83,18945,523,13,0
29,75261,70,16831,5152,11,1
47,131321,78,7286,3248,3,1
53,107317,67,17958,2950,12,1
35,50048,48,14916,8595,21,1
43,23065,65,10934,3857,21,0
24,22036,44,13762,8595,28,1
18,55814,94,11550,8583,2,0
43,79694,63,5024,6472,12,0
40,36924,46,9722,8655,19,0
43,149493,19,18374,7569,18,1
62,80204,64,3120,5838,14,0
23,52844,83,19825,3032,18,0
23,137755,73,6877,5837,25,1
61,134184,71,11720,4273,27,0
25,101943,50,19904,6965,19,0
41,41518,63,18335,5161,28,0
39,37059,41,15659,2557,3,1
36,43052,7,1964,1177,5,0
54,145274,9,3134,3474,28,0
35,89803,4,3244,8976,14,0
48,91524,89,3803,6148,3,0
54,113510,49,4911,6944,5,1
47,145639,76,12216,2340,1,1
59,109572,6,2408,2378,3,1
50,28680,82,14195,6789,17,0
27,87021,21,12170,7719,14,0
54,100249,15,8663,3814,11,0
29,40043,67,10809,1878,7,1
47,146115,66,8113,5840,11,1
44,22419,56,9142,952,8,0
56,76892,68,14778,9033,6,0
26,141831,32,18772,892,21,0
38,133616,66,5367,5971,7,1
29,121799,29,13679,1769,19,0
46,37140,66,11786,8637,9,1
50,63484,34,14012,3550,10,1
60,83869,27,10938,7780,1,0
32,65210,60,12693,9662,29,0
19,77600,39,12051,5294,3,0
69,136467,44,4978,7910,20,1
56,98497,82,16611,665,24,0
61,128611,36,5490,8946,20,1
35,26487,19,18236,8993,24,1
20,80692,91,7377,6863,8,0
24,82112,45,10903,8579,7,0
60,51110,84,15567,5530,4,1
35,127968,21,16788,2005,13,1
61,36360,23,18440,9948,27,0
55,69410,94,3260,7909,1,1
54,122379,89,18292,4840,20,0
50,110418,95,17833,709,26,0
61,142702,27,17952,4293,16,0
48,103038,98,4498,5021,7,0
28,133589,72,14961,3547,1,1
21,93167,19,11518,1480,22,0
35,23017,41,13501,2619,14,0
21,106261,26,2308,4245,26,1
66,80124,28,16902,677,1,1
51,136346,64,1717,2046,27,0
46,110298,68,4345,8990,10,0
41,70949,95,16370,4066,13,1
39,78268,80,14953,774,29,1
19,86320,51,10095,3495,20,0
61,113556,74,10642,552,9,1
23,123995,48,18839,8275,6,1
59,101301,10,8035,2127,21,1
42,51127,73,1531,6543,13,1
38,23196,39,3267,8323,12,0
33,95088,19,17716,9180,20,0
48,61300,64,17130,9108,21,0
31,69714,19,14736,9612,1,0
56,51921,76,10513,2053,9,1
45,24746,62,14815,9357,0,1
49,88535,13,13244,2969,0,1
45,85350,25,10900,1974,23,1
68,70345,89,12718,6977,2,0
66,129606,92,17784,837,10,0
26,69220,42,12822,7491,18,1
62,101131,39,12229,8960,8,0
39,42063,30,4991,1587,12,0
49,137116,5,18441,1793,21,1
22,91736,81,8933,9348,3,0
40,123700,18,15583,6464,19,0
22,108913,21,9233,3328,22,1
59,98946,86,14088,6972,5,1
49,65971,50,17410,4473,1,1
27,23598,6,3618,7161,8,0
56,30564,50,10362,5457,17,1
32,131052,80,7639,7064,23,1
24,116434,66,8042,1836,3,0
46,143723,1,12391,2167,25,0
64,69725,57,3018,2325,0,1
20,106134,30,13952,1712,0,0
36,125940,58,17240,3268,24,0
27,79940,52,3047,6276,19,1
45,82085,37,18942,944,16,1
46,37862,48,2722,4881,18,0
32,30265,87,5052,4176,2,1
52,29705,1,2651,2810,22,0
23,75279,19,2778,4540,21,0
29,82471,46,1683,7585,23,0
64,111080,67,10471,2327,22,0
55,99834,2,19394,6785,16,1
30,82979,56,14937,3719,2,0
46,75828,17,19966,6059,24,1
36,118206,92,9505,7271,3,0
20,136884,82,8443,5188,26,0
25,128007,97,6492,5011,27,1
25,66104,79,17827,2572,26,1
37,60934,22,19055,7270,28,0
64,143534,27,4266,6828,12,0
21,134420,55,6909,2830,29,1
68,26050,32,13869,1185,29,1
38,63952,60,8014,5458,29,1
20,106570,83,12287,1184,14,0
62,131016,28,8819,9032,11,1
25,28484,28,15837,1233,2,0
40,82648,74,16186,1996,20,1
33,79945,84,11056,9823,7,1
30,73678,25,1715,5950,0,1
20,51323,85,18275,5135,17,0
65,106332,78,17884,2232,12,1
26,114605,86,13694,7027,6,1
31,107363,26,9894,7225,12,0
30,144468,75,19717,6803,16,1
24,143475,71,19578,8531,12,0
32,55361,17,11201,1919,28,0
24,30315,82,11515,5210,12,0
55,67968,7,10077,9179,29,1
51,46519,56,18975,1941,29,1
58,29107,64,11443,2890,10,0
39,141540,20,5440,1884,13,0
41,75781,38,2783,2656,20,0
66,23869,75,14113,4896,9,1
54,100983,58,6385,1891,7,0
61,47370,16,5117,7922,5,0
18,82695,51,7982,5935,18,1
27,80422,27,3583,5300,22,1
60,27971,51,10921,3642,18,0
33,116805,75,14407,768,11,0
63,143855,16,16316,4417,20,0
25,45651,87,14756,9169,6,0
66,76974,60,16348,4771,17,1
42,121293,76,3430,738,25,0
67,43446,40,8060,9301,19,1
29,146347,67,3936,7502,17,1
42,58108,2,12864,8268,22,0
34,95179,48,10307,6383,2,1
43,23823,52,7709,6285,8,0
63,33454,24,10075,5593,26,1
65,23932,93,7616,6938,5,0
31,30220,98,3419,6674,0,1
58,94090,84,2399,9846,9,1
53,87965,82,10768,5945,7,0
40,48208,78,19468,3838,28,1
60,92980,82,15245,2833,22,1
23,30510,2,13978,4886,16,1
